"drug1_id","drug1_name","condition_id","condition_name","drug2_id","drug2_name","scores"
"DB11751","Cabotegravir","D007153","antibody deficiency syndrome","DB08930","Dolutegravir",0.960533857345581
"DB11751","Cabotegravir","D007153","antibody deficiency syndrome","DB00615","Rifabutin",0.958073735237122
"DB00559","Bosentan","D008171","diseases, lung","DB00203","Sildenafil",0.816822826862335
"DB00559","Bosentan","D008171","diseases, lung","DB00770","Alprostadil",0.758405208587646
"DB00559","Bosentan","D008171","diseases, lung","DB01088","Iloprost",0.738751232624054
"DB01248","Docetaxel","D016889","endometrial neoplasms","DB00694","Daunorubicin",0.443444550037384
"DB01248","Docetaxel","D016889","endometrial neoplasms","DB00515","Cisplatin",0.238687351346016
"DB01248","Docetaxel","D016889","endometrial neoplasms","DB00958","Carboplatin",0.195467829704285
"DB11714","Durvalumab","D016399","t-cell lymphoma","DB11771","Tremelimumab",0.938510835170746
"DB11714","Durvalumab","D016399","t-cell lymphoma","DB06176","Romidepsin",0.495717912912369
"DB11714","Durvalumab","D016399","t-cell lymphoma","DB00928","Azacitidine",0.457766503095627
"DB00203","Sildenafil","D008103","liver cirrhosis","DB09079","Nintedanib",0.107150360941887
"DB09065","Cobicistat","D008288","malaria","DB01264","Darunavir",0.699289917945862
"DB00188","Bortezomib","D011471","prostatic neoplasms","DB01204","Mitoxantrone",0.723458588123322
"DB00188","Bortezomib","D011471","prostatic neoplasms","DB00997","Doxorubicin",0.118583470582962
"DB01024","Mycophenolic acid","D014947","wounds","DB01590","Everolimus",0.55324524641037
"DB01024","Mycophenolic acid","D014947","wounds","DB00111","Daclizumab",0.112417884171009
"DB00688","Mycophenolate mofetil","D014947","wounds","DB00635","Prednisone",0.391657143831253
"DB00688","Mycophenolate mofetil","D014947","wounds","DB00864","Tacrolimus",0.304472386837006
"DB00688","Mycophenolate mofetil","D014947","wounds","DB00073","Rituximab",0.21966427564621
"DB01590","Everolimus","D014947","wounds","DB01024","Mycophenolic acid",0.55324524641037
"DB01590","Everolimus","D014947","wounds","DB00864","Tacrolimus",0.140879571437836
"DB00864","Tacrolimus","D014947","wounds","DB00635","Prednisone",0.59793496131897
"DB00864","Tacrolimus","D014947","wounds","DB00603","Medroxyprogesterone acetate",0.562412977218628
"DB00864","Tacrolimus","D014947","wounds","DB00688","Mycophenolate mofetil",0.304472386837006
"DB00582","Voriconazole","D015817","eye infection","DB00826","Natamycin",0.935660898685455
"DB00582","Voriconazole","D015817","eye infection","DB00196","Fluconazole",0.471625536680222
"DB00582","Voriconazole","D015817","eye infection","DB12471","Ibrexafungerp",0.179832294583321
"DB01050","Ibuprofen","D007246","infertility","DB00186","Lorazepam",0.698933124542236
"DB01050","Ibuprofen","D007246","infertility","DB00316","Acetaminophen",0.574469387531281
"DB00186","Lorazepam","D007246","infertility","DB01050","Ibuprofen",0.698933124542236
"DB01141","Micafungin","D002177","candidiasis","DB12471","Ibrexafungerp",0.956149876117706
"DB01141","Micafungin","D002177","candidiasis","DB00196","Fluconazole",0.829008340835571
"DB01141","Micafungin","D058365","invasive candidiasis","DB12471","Ibrexafungerp",0.907956480979919
"DB01141","Micafungin","D058365","invasive candidiasis","DB00196","Fluconazole",0.874815344810486
"DB00668","Epinephrine","D004194","disease","DB00296","Ropivacaine",0.173258945345879
"DB00668","Epinephrine","D004194","disease","DB00297","Bupivacaine",0.162523910403252
"DB00958","Carboplatin","D009396","nephroblastoma","DB00773","Etoposide",0.676792204380035
"DB00762","Irinotecan","D009396","nephroblastoma","DB11760","Talazoparib",0.828612923622131
"DB00762","Irinotecan","D009396","nephroblastoma","DB00526","Oxaliplatin",0.77982896566391
"DB00762","Irinotecan","D009396","nephroblastoma","DB00853","Temozolomide",0.679721236228943
"DB00694","Daunorubicin","D009369","malignant neoplasms","DB12141","Gilteritinib",0.913973391056061
"DB00694","Daunorubicin","D009369","malignant neoplasms","DB00059","Pegaspargase",0.898532152175903
"DB00694","Daunorubicin","D009369","malignant neoplasms","DB01248","Docetaxel",0.81062775850296
"DB00264","Metoprolol","D000787","angina pectoris","DB01195","Flecainide",0.14905658364296
"DB00264","Metoprolol","D000787","angina pectoris","DB00612","Bisoprolol",0.112155109643936
"DB06151","Acetylcysteine","D048550","hepatic insufficiency","DB01234","Dexamethasone",0.240055307745934
"DB01039","Fenofibrate","D002318","cardiovascular diseases","DB00641","Simvastatin",0.884783148765564
"DB01039","Fenofibrate","D002318","cardiovascular diseases","DB01076","Atorvastatin",0.84978312253952
"DB01039","Fenofibrate","D002318","cardiovascular diseases","DB01098","Rosuvastatin",0.668693840503693
"DB09037","Pembrolizumab","D006689","hodgkin disease","DB00928","Azacitidine",0.599202871322632
"DB09037","Pembrolizumab","D006689","hodgkin disease","DB06769","Bendamustine",0.587807416915894
"DB09037","Pembrolizumab","D006689","hodgkin disease","DB09052","Blinatumomab",0.144987344741821
"DB06186","Ipilimumab","D002295","carcinoma, transitional cell","DB09035","Nivolumab",0.79418820142746
"DB01234","Dexamethasone","D006261","headache","DB01233","Metoclopramide",0.710060894489288
"DB01234","Dexamethasone","D006261","headache","DB00465","Ketorolac",0.660340309143066
"DB01234","Dexamethasone","D006261","headache","DB00297","Bupivacaine",0.359409809112549
"DB08895","Tofacitinib","D003093","ulcerative colitis","DB09033","Vedolizumab",0.904618501663208
"DB08895","Tofacitinib","D014456","ulcer","DB09033","Vedolizumab",0.859471380710602
"DB00313","Valproic acid","D001943","malignant neoplasm of breast","DB01101","Capecitabine",0.26429882645607
"DB00297","Bupivacaine","D016889","endometrial neoplasms","DB00497","Oxycodone",0.101187199354172
"DB06292","Dapagliflozin","D050177","overweight","DB01016","Glyburide",0.826979398727417
"DB06292","Dapagliflozin","D050177","overweight","DB00331","Metformin",0.686785936355591
"DB00860","Prednisolone","D008173","lung diseases, obstructive","DB00635","Prednisone",0.537949085235596
"DB00860","Prednisolone","D029424","chronic obstructive airway disease","DB00254","Doxycycline",0.241340756416321
"DB06605","Apixaban","D009369","malignant neoplasms","DB06228","Rivaroxaban",0.924385488033295
"DB06605","Apixaban","D009369","malignant neoplasms","DB06695","Dabigatran etexilate",0.682549893856049
"DB14761","Remdesivir","D018352","coronavirus infections","DB01611","Hydroxychloroquine",0.998166799545288
"DB14761","Remdesivir","D018352","coronavirus infections","DB00060","Interferon beta-1a",0.99356997013092
"DB14761","Remdesivir","D018352","coronavirus infections","DB00065","Infliximab",0.983232915401459
"DB00264","Metoprolol","D002318","cardiovascular diseases","DB04880","Enoximone",0.917167484760284
"DB00264","Metoprolol","D002318","cardiovascular diseases","DB00612","Bisoprolol",0.870713412761688
"DB00264","Metoprolol","D002318","cardiovascular diseases","DB04861","Nebivolol",0.859170138835907
"DB09035","Nivolumab","D000077274","carcinoma, nasopharyngeal","DB06186","Ipilimumab",0.857373654842377
"DB09035","Nivolumab","D000077274","carcinoma, nasopharyngeal","DB00515","Cisplatin",0.760804116725922
"DB11800","Tivozanib","D015179","colorectal carcinoma","DB01590","Everolimus",0.804007649421692
"DB11800","Tivozanib","D015179","colorectal carcinoma","DB11595","Atezolizumab",0.133331075310707
"DB11800","Tivozanib","D005770","gastrointestinal neoplasms","DB01590","Everolimus",0.775403499603271
"DB11800","Tivozanib","D005770","gastrointestinal neoplasms","DB11714","Durvalumab",0.256696105003357
"DB11800","Tivozanib","D005770","gastrointestinal neoplasms","DB11595","Atezolizumab",0.131707176566124
"DB01076","Atorvastatin","D001930","injuries, acute brain","DB00641","Simvastatin",0.152818337082863
"DB01076","Atorvastatin","D001930","injuries, acute brain","DB09302","Alirocumab",0.110144235193729
"DB11793","Niraparib","D008175","lung neoplasms","DB09330","Osimertinib",0.907576680183411
"DB11793","Niraparib","D008175","lung neoplasms","DB09037","Pembrolizumab",0.887252032756805
"DB11793","Niraparib","D008175","lung neoplasms","DB00112","Bevacizumab",0.876452803611755
"DB01101","Capecitabine","D006528","carcinoma, hepatocellular","DB00526","Oxaliplatin",0.666640102863312
"DB01101","Capecitabine","D006528","carcinoma, hepatocellular","DB00008","Peginterferon alfa-2a",0.477221876382828
"DB01101","Capecitabine","D006528","carcinoma, hepatocellular","DB00482","Celecoxib",0.14841690659523
"DB00440","Trimethoprim","D009101","multiple myeloma","DB01015","Sulfamethoxazole",0.730038344860077
"DB00440","Trimethoprim","D054219","plasma cell neoplasm","DB01015","Sulfamethoxazole",0.83576238155365
"DB01015","Sulfamethoxazole","D009101","multiple myeloma","DB00440","Trimethoprim",0.730038344860077
"DB01015","Sulfamethoxazole","D054219","plasma cell neoplasm","DB00440","Trimethoprim",0.83576238155365
"DB00594","Amiloride","D005355","fibrosis","DB00999","Hydrochlorothiazide",0.299104988574982
"DB00480","Lenalidomide","D007943","hairy cell leukemia","DB06176","Romidepsin",0.704729318618774
"DB00480","Lenalidomide","D007943","hairy cell leukemia","DB02546","Vorinostat",0.162836417555809
"DB00480","Lenalidomide","D007943","hairy cell leukemia","DB00928","Azacitidine",0.158957049250603
"DB00928","Azacitidine","D008224","lymphoma, follicular","DB00480","Lenalidomide",0.6191126704216
"DB00928","Azacitidine","D016393","b-cell lymphomas","DB00480","Lenalidomide",0.671136200428009
"DB00928","Azacitidine","D016393","b-cell lymphomas","DB11581","Venetoclax",0.659410953521729
"DB00928","Azacitidine","D016393","b-cell lymphomas","DB00188","Bortezomib",0.235551401972771
"DB00928","Azacitidine","D018442","mucosa-associated lymphoid tissue lymphoma","DB00480","Lenalidomide",0.730766236782074
"DB00928","Azacitidine","D007943","hairy cell leukemia","DB00188","Bortezomib",0.187801674008369
"DB00928","Azacitidine","D007943","hairy cell leukemia","DB00480","Lenalidomide",0.158957049250603
"DB00928","Azacitidine","D008258","waldenstrom macroglobulinemia","DB00480","Lenalidomide",0.617263078689575
"DB08932","Macitentan","D006976","pulmonary hypertension","DB00820","Tadalafil",0.863638937473297
"DB08932","Macitentan","D006973","blood pressure, high","DB00820","Tadalafil",0.788532257080078
"DB00281","Lidocaine","D006984","hypertrophy","DB00620","Triamcinolone",0.384837657213211
"DB00916","Metronidazole","D012004","rectal cancer","DB00994","Neomycin",0.463200479745865
"DB00916","Metronidazole","D001941","breast diseases","DB00798","Gentamicin",0.173148691654205
"DB00020","Sargramostim","D001941","breast diseases","DB00072","Trastuzumab",0.727113306522369
"DB06366","Pertuzumab","D009369","malignant neoplasms","DB00072","Trastuzumab",0.955800175666809
"DB06366","Pertuzumab","D009369","malignant neoplasms","DB00530","Erlotinib",0.953420341014862
"DB06366","Pertuzumab","D009369","malignant neoplasms","DB01229","Paclitaxel",0.904716849327087
"DB08912","Dabrafenib","D009369","malignant neoplasms","DB08911","Trametinib",0.891964793205261
"DB08912","Dabrafenib","D009369","malignant neoplasms","DB08881","Vemurafenib",0.850474536418915
"DB08912","Dabrafenib","D009369","malignant neoplasms","DB09035","Nivolumab",0.847258687019348
"DB12332","Rucaparib","D009369","malignant neoplasms","DB05578","Ramucirumab",0.959095180034637
"DB12332","Rucaparib","D009369","malignant neoplasms","DB09035","Nivolumab",0.906863987445831
"DB12332","Rucaparib","D009369","malignant neoplasms","DB00112","Bevacizumab",0.801633358001709
"DB15133","Tepotinib","D009369","malignant neoplasms","DB16216","Lazertinib",0.999997973442078
"DB15133","Tepotinib","D009369","malignant neoplasms","DB09330","Osimertinib",0.98757266998291
"DB15133","Tepotinib","D009369","malignant neoplasms","DB09037","Pembrolizumab",0.97362893819809
"DB04868","Nilotinib","D009369","malignant neoplasms","DB12597","Asciminib",0.993661284446716
"DB04868","Nilotinib","D009369","malignant neoplasms","DB00022","Peginterferon alfa-2b",0.821035921573639
"DB04868","Nilotinib","D009369","malignant neoplasms","DB01229","Paclitaxel",0.819168388843536
"DB11363","Alectinib","D009369","malignant neoplasms","DB09330","Osimertinib",0.876131772994995
"DB11363","Alectinib","D009369","malignant neoplasms","DB11595","Atezolizumab",0.863359332084656
"DB11363","Alectinib","D009369","malignant neoplasms","DB00530","Erlotinib",0.839912593364716
"DB01268","Sunitinib","D005909","glioblastoma","DB00853","Temozolomide",0.696053326129913
"DB00073","Rituximab","D010523","peripheral nervous system diseases","DB01073","Fludarabine",0.705379366874695
"DB00073","Rituximab","D010523","peripheral nervous system diseases","DB11703","Acalabrutinib",0.513527691364288
"DB11703","Acalabrutinib","D008258","waldenstrom macroglobulinemia","DB00073","Rituximab",0.804176509380341
"DB11703","Acalabrutinib","D008258","waldenstrom macroglobulinemia","DB09037","Pembrolizumab",0.748865842819214
"DB11703","Acalabrutinib","D010523","peripheral nervous system diseases","DB00073","Rituximab",0.513527691364288
"DB00310","Chlorthalidone","D013577","syndrome","DB00421","Spironolactone",0.354795038700104
"DB00695","Furosemide","D013577","syndrome","DB00678","Losartan",0.155551239848137
"DB11581","Venetoclax","D015479","leukemia, acute myelomonocytic","DB00928","Azacitidine",0.750350654125214
"DB11581","Venetoclax","D054437","myelodysplastic-myeloproliferative diseases","DB00928","Azacitidine",0.900749027729034
"DB01097","Leflunomide","D001167","arteritis","DB00860","Prednisolone",0.690036594867706
"DB00482","Celecoxib","D006973","blood pressure, high","DB01016","Glyburide",0.118710689246655
"DB00531","Cyclophosphamide","D014777","virus diseases","DB01073","Fludarabine",0.882602214813232
"DB00531","Cyclophosphamide","D014777","virus diseases","DB00773","Etoposide",0.837468981742859
"DB00531","Cyclophosphamide","D014777","virus diseases","DB06769","Bendamustine",0.793752729892731
"DB00928","Azacitidine","D009101","multiple myeloma","DB11581","Venetoclax",0.68699312210083
"DB00928","Azacitidine","D009101","multiple myeloma","DB00480","Lenalidomide",0.427744805812836
"DB00928","Azacitidine","D009101","multiple myeloma","DB05015","Belinostat",0.131022796034813
"DB00928","Azacitidine","D054219","plasma cell neoplasm","DB00480","Lenalidomide",0.844560146331787
"DB00928","Azacitidine","D054219","plasma cell neoplasm","DB11581","Venetoclax",0.799863934516907
"DB00563","Methotrexate","D020258","encephalopathy, toxic","DB09052","Blinatumomab",0.398689746856689
"DB00563","Methotrexate","D020258","encephalopathy, toxic","DB00091","Cyclosporine",0.126126110553741
"DB01166","Cilostazol","D003920","diabetes mellitus","DB00758","Clopidogrel",0.870401382446289
"DB01166","Cilostazol","D003924","diabetes mellitus, non-insulin-dependent","DB00758","Clopidogrel",0.806419909000397
"DB01166","Cilostazol","D013577","syndrome","DB00758","Clopidogrel",0.214472785592079
"DB00630","Alendronic acid","D001847","bone diseases","DB06285","Teriparatide",0.975856304168701
"DB00630","Alendronic acid","D001847","bone diseases","DB05829","Parathyroid hormone",0.915326118469238
"DB00630","Alendronic acid","D001847","bone diseases","DB06643","Denosumab",0.881254434585571
"DB00630","Alendronic acid","D008659","metabolic diseases","DB06285","Teriparatide",0.9804807305336
"DB00630","Alendronic acid","D008659","metabolic diseases","DB01012","Cinacalcet",0.940052807331085
"DB00630","Alendronic acid","D008659","metabolic diseases","DB05829","Parathyroid hormone",0.930863440036774
"DB00277","Theophylline","D008173","lung diseases, obstructive","DB01222","Budesonide",0.860335290431976
"DB00277","Theophylline","D008173","lung diseases, obstructive","DB14681","Cortisone",0.724218785762787
"DB00277","Theophylline","D029424","chronic obstructive airway disease","DB01222","Budesonide",0.829679667949677
"DB00277","Theophylline","D029424","chronic obstructive airway disease","DB14681","Cortisone",0.765222251415253
"DB00684","Tobramycin","D013530","surgical wound infection","DB00512","Vancomycin",0.675154268741608
"DB09037","Pembrolizumab","D001661","biliary tract neoplasm","DB09078","Lenvatinib",0.793547332286835
"DB09037","Pembrolizumab","D001661","biliary tract neoplasm","DB00020","Sargramostim",0.724767684936523
"DB09037","Pembrolizumab","D001661","biliary tract neoplasm","DB05578","Ramucirumab",0.547011733055115
"DB05578","Ramucirumab","D006528","carcinoma, hepatocellular","DB11714","Durvalumab",0.553908705711365
"DB00281","Lidocaine","D020886","impairment, light touch sensation","DB00514","Dextromethorphan",0.80438756942749
"DB00281","Lidocaine","D020886","impairment, light touch sensation","DB00959","Methylprednisolone",0.556623816490173
"DB00281","Lidocaine","D020886","impairment, light touch sensation","DB01018","Guanfacine",0.156787261366844
"DB00987","Cytarabine","D000754","anemia, refractory, with excess of blasts","DB00631","Clofarabine",0.611114263534546
"DB01204","Mitoxantrone","D015477","leukemia, myelomonocytic, chronic","DB00987","Cytarabine",0.2207011282444
"DB00242","Cladribine","D013577","syndrome","DB02546","Vorinostat",0.127446785569191
"DB00112","Bevacizumab","D002294","carcinoma, squamous cell","DB11595","Atezolizumab",0.658458471298218
"DB00112","Bevacizumab","D002294","carcinoma, squamous cell","DB00530","Erlotinib",0.514463841915131
"DB00112","Bevacizumab","D002294","carcinoma, squamous cell","DB00002","Cetuximab",0.14909490942955
"DB00813","Fentanyl","D010031","ear inflammation","DB00683","Midazolam",0.804063498973846
"DB00813","Fentanyl","D010031","ear inflammation","DB00465","Ketorolac",0.539846777915955
"DB00633","Dexmedetomidine","D010031","ear inflammation","DB00683","Midazolam",0.686138033866882
"DB00297","Bupivacaine","D011595","akathisia","DB00844","Nalbuphine",0.771121025085449
"DB01268","Sunitinib","D008175","lung neoplasms","DB00530","Erlotinib",0.808845818042755
"DB01268","Sunitinib","D008175","lung neoplasms","DB01248","Docetaxel",0.801099061965942
"DB00736","Esomeprazole","D010437","ulcer, marginal","DB01060","Amoxicillin",0.665570676326752
"DB00736","Esomeprazole","D010437","ulcer, marginal","DB00338","Omeprazole",0.659371435642242
"DB00480","Lenalidomide","D005909","glioblastoma","DB00762","Irinotecan",0.270286381244659
"DB00480","Lenalidomide","D005910","glioma","DB00762","Irinotecan",0.563997983932495
"DB00480","Lenalidomide","D005910","glioma","DB01590","Everolimus",0.200917690992355
"DB00480","Lenalidomide","D005910","glioma","DB09077","Dinutuximab",0.139014065265656
"DB00811","Ribavirin","D017093","liver failure","DB08934","Sofosbuvir",0.805192947387695
"DB00811","Ribavirin","D048550","hepatic insufficiency","DB08934","Sofosbuvir",0.755295932292938
"DB00811","Ribavirin","D048550","hepatic insufficiency","DB00008","Peginterferon alfa-2a",0.134255900979042
"DB00273","Topiramate","D001714","bipolar disorder","DB00915","Amantadine",0.385273009538651
"DB00273","Topiramate","D001523","behavior disorders","DB00915","Amantadine",0.865436971187592
"DB00273","Topiramate","D001523","behavior disorders","DB00186","Lorazepam",0.774188637733459
"DB00273","Topiramate","D001523","behavior disorders","DB00184","Nicotine",0.760928690433502
"DB01217","Anastrozole","D002277","carcinoma","DB00947","Fulvestrant",0.924753606319427
"DB01217","Anastrozole","D002277","carcinoma","DB00675","Tamoxifen",0.78739196062088
"DB01217","Anastrozole","D002277","carcinoma","DB01006","Letrozole",0.769308686256409
"DB00313","Valproic acid","D003693","delirium","DB00502","Haloperidol",0.786081552505493
"DB00313","Valproic acid","D003693","delirium","DB00996","Gabapentin",0.105938695371151
"DB00313","Valproic acid","D011595","akathisia","DB00502","Haloperidol",0.771074295043945
"DB00502","Haloperidol","D006948","hyperkinesia, generalized","DB00313","Valproic acid",0.61549586057663
"DB00928","Azacitidine","D016399","t-cell lymphoma","DB00188","Bortezomib",0.700840473175049
"DB00928","Azacitidine","D016399","t-cell lymphoma","DB02546","Vorinostat",0.615898668766022
"DB00928","Azacitidine","D016399","t-cell lymphoma","DB11714","Durvalumab",0.457766503095627
"DB00928","Azacitidine","D016411","peripheral t-cell lymphoma","DB00188","Bortezomib",0.64306116104126
"DB00928","Azacitidine","D016411","peripheral t-cell lymphoma","DB02546","Vorinostat",0.281830877065659
"DB00482","Celecoxib","D010190","pancreatic neoplasm","DB00105","Interferon alfa-2b",0.643330037593842
"DB00482","Celecoxib","D010190","pancreatic neoplasm","DB00762","Irinotecan",0.174025699496269
"DB00482","Celecoxib","D010190","pancreatic neoplasm","DB00531","Cyclophosphamide",0.161625653505325
"DB00724","Imiquimod","D001943","malignant neoplasm of breast","DB00531","Cyclophosphamide",0.735028445720673
"DB00724","Imiquimod","D001943","malignant neoplasm of breast","DB00544","Fluorouracil",0.42714062333107
"DB00876","Eprosartan","D006973","blood pressure, high","DB04861","Nebivolol",0.740901470184326
"DB00196","Fluconazole","D009181","mycoses","DB12471","Ibrexafungerp",0.982982575893402
"DB00196","Fluconazole","D009181","mycoses","DB00362","Anidulafungin",0.957997560501099
"DB00196","Fluconazole","D009181","mycoses","DB01141","Micafungin",0.894682347774506
"DB00196","Fluconazole","D000072742","invasive fungal infections","DB00362","Anidulafungin",0.965907037258148
"DB00196","Fluconazole","D000072742","invasive fungal infections","DB01141","Micafungin",0.917102992534637
"DB00196","Fluconazole","D000072742","invasive fungal infections","DB00520","Caspofungin",0.875037491321564
"DB00482","Celecoxib","D001168","arthritis","DB00795","Sulfasalazine",0.8416588306427
"DB00482","Celecoxib","D001168","arthritis","DB00331","Metformin",0.703134894371033
"DB00928","Azacitidine","D002277","carcinoma","DB00958","Carboplatin",0.895576417446136
"DB00928","Azacitidine","D002277","carcinoma","DB11714","Durvalumab",0.805226743221283
"DB00928","Azacitidine","D002277","carcinoma","DB01229","Paclitaxel",0.798155605792999
"DB00399","Zoledronic acid","D015663","osteoporosis, postmenopausal","DB06643","Denosumab",0.733008325099945
"DB00724","Imiquimod","D009362","neoplasm metastasis","DB00544","Fluorouracil",0.469248652458191
"DB00678","Losartan","D017379","left ventricular hypertrophy","DB09026","Aliskiren",0.681933224201202
"DB00678","Losartan","D017379","left ventricular hypertrophy","DB00999","Hydrochlorothiazide",0.607676863670349
"DB00678","Losartan","D050177","overweight","DB09026","Aliskiren",0.66842246055603
"DB00678","Losartan","D006984","hypertrophy","DB09026","Aliskiren",0.566637933254242
"DB00678","Losartan","D006984","hypertrophy","DB00999","Hydrochlorothiazide",0.536441445350647
"DB09026","Aliskiren","D017379","left ventricular hypertrophy","DB00678","Losartan",0.681933224201202
"DB09026","Aliskiren","D050177","overweight","DB00678","Losartan",0.66842246055603
"DB09026","Aliskiren","D050177","overweight","DB00381","Amlodipine",0.44601047039032
"DB09026","Aliskiren","D006984","hypertrophy","DB00678","Losartan",0.566637933254242
"DB09026","Aliskiren","D006984","hypertrophy","DB00177","Valsartan",0.144846796989441
"DB09026","Aliskiren","D006984","hypertrophy","DB00999","Hydrochlorothiazide",0.132038965821266
"DB00316","Acetaminophen","D007669","kidney calculi","DB00706","Tamsulosin",0.761897683143616
"DB00316","Acetaminophen","D007669","kidney calculi","DB00956","Hydrocodone",0.724868297576904
"DB00316","Acetaminophen","D007669","kidney calculi","DB08893","Mirabegron",0.711659133434296
"DB00316","Acetaminophen","D053040","nephrolithiasis","DB00706","Tamsulosin",0.917953431606293
"DB00316","Acetaminophen","D053040","nephrolithiasis","DB08893","Mirabegron",0.86965674161911
"DB00316","Acetaminophen","D053040","nephrolithiasis","DB00465","Ketorolac",0.760497272014618
"DB00316","Acetaminophen","D002137","calculi","DB00706","Tamsulosin",0.845749199390411
"DB00316","Acetaminophen","D002137","calculi","DB08893","Mirabegron",0.76597261428833
"DB00316","Acetaminophen","D002137","calculi","DB00465","Ketorolac",0.745381355285645
"DB00246","Ziprasidone","D007333","insulin resistance","DB00334","Olanzapine",0.432150900363922
"DB04876","Vildagliptin","D003922","diabetes mellitus, insulin-dependent","DB00877","Sirolimus",0.617294907569885
"DB00515","Cisplatin","D006528","carcinoma, hepatocellular","DB00445","Epirubicin",0.643508732318878
"DB00515","Cisplatin","D006528","carcinoma, hepatocellular","DB00997","Doxorubicin",0.585479497909546
"DB00515","Cisplatin","D006528","carcinoma, hepatocellular","DB00441","Gemcitabine",0.309841126203537
"DB04996","Satraplatin","D008175","lung neoplasms","DB00530","Erlotinib",0.911682724952698
"DB04996","Satraplatin","D002289","non-small cell lung carcinoma","DB00530","Erlotinib",0.940754890441895
"DB01269","Panitumumab","D000230","adenocarcinoma","DB00441","Gemcitabine",0.458963394165039
"DB01269","Panitumumab","D005770","gastrointestinal neoplasms","DB00762","Irinotecan",0.903372406959534
"DB01269","Panitumumab","D005770","gastrointestinal neoplasms","DB08911","Trametinib",0.901078343391418
"DB01269","Panitumumab","D005770","gastrointestinal neoplasms","DB00002","Cetuximab",0.790303289890289
"DB00982","Isotretinoin","D009369","malignant neoplasms","DB02546","Vorinostat",0.937018573284149
"DB00982","Isotretinoin","D009369","malignant neoplasms","DB09077","Dinutuximab",0.898994088172913
"DB00982","Isotretinoin","D009369","malignant neoplasms","DB01168","Procarbazine",0.871959984302521
"DB00711","Diethylcarbamazine","D007239","infection","DB06602","Reslizumab",0.976626932621002
"DB00711","Diethylcarbamazine","D007239","infection","DB00518","Albendazole",0.949719548225403
"DB00711","Diethylcarbamazine","D007239","infection","DB00254","Doxycycline",0.657782971858978
"DB00711","Diethylcarbamazine","D005368","elaeophoriasis","DB06602","Reslizumab",0.957197844982147
"DB00711","Diethylcarbamazine","D005368","elaeophoriasis","DB00518","Albendazole",0.794783771038055
"DB00711","Diethylcarbamazine","D004605","filarial elephantiases","DB00518","Albendazole",0.937289535999298
"DB00711","Diethylcarbamazine","D004604","elephantiasis","DB00518","Albendazole",0.906927704811096
"DB00559","Bosentan","D009369","malignant neoplasms","DB00203","Sildenafil",0.837857186794281
"DB06441","Cangrelor","D054058","acute coronary syndrome","DB06209","Prasugrel",0.919897794723511
"DB06441","Cangrelor","D054058","acute coronary syndrome","DB08816","Ticagrelor",0.864297151565552
"DB06441","Cangrelor","D054058","acute coronary syndrome","DB00758","Clopidogrel",0.858577370643616
"DB06441","Cangrelor","D006323","cardiac arrest","DB06209","Prasugrel",0.845903277397156
"DB06441","Cangrelor","D006323","cardiac arrest","DB08816","Ticagrelor",0.680084824562073
"DB00063","Eptifibatide","D020521","cerebrovascular accident","DB00009","Alteplase",0.853256523609161
"DB00063","Eptifibatide","D000083242","stroke, ischemic","DB00009","Alteplase",0.870664775371552
"DB00063","Eptifibatide","D002544","cerebral infarction","DB00009","Alteplase",0.852616488933563
"DB00063","Eptifibatide","D020520","anterior cerebral circulation infarction","DB00009","Alteplase",0.927948176860809
"DB00766","Clavulanic acid","D059413","intraabdominal infections","DB01060","Amoxicillin",0.779128968715668
"DB00766","Clavulanic acid","D000292","adnexitis","DB01060","Amoxicillin",0.241100832819939
"DB00303","Ertapenem","D059413","intraabdominal infections","DB01212","Ceftriaxone",0.741704344749451
"DB00303","Ertapenem","D059413","intraabdominal infections","DB00760","Meropenem",0.655417025089264
"DB00440","Trimethoprim","D017563","pneumonia, interstitial","DB01015","Sulfamethoxazole",0.580121099948883
"DB01015","Sulfamethoxazole","D017563","pneumonia, interstitial","DB00440","Trimethoprim",0.580121099948883
"DB01281","Abatacept","D008171","diseases, lung","DB14761","Remdesivir",0.931895673274994
"DB00911","Tinidazole","D007239","infection","DB00254","Doxycycline",0.298053801059723
"DB05015","Belinostat","D002277","carcinoma","DB00958","Carboplatin",0.86761474609375
"DB05015","Belinostat","D002277","carcinoma","DB11760","Talazoparib",0.471322804689407
"DB05015","Belinostat","D002277","carcinoma","DB09035","Nivolumab",0.467966735363007
"DB00996","Gabapentin","D001416","back pain","DB00843","Donepezil",0.772596299648285
"DB00996","Gabapentin","D001416","back pain","DB00476","Duloxetine",0.606312572956085
"DB00996","Gabapentin","D001416","back pain","DB00959","Methylprednisolone",0.193311139941216
"DB00996","Gabapentin","D017116","low back pain","DB00476","Duloxetine",0.718448400497437
"DB00996","Gabapentin","D017116","low back pain","DB00843","Donepezil",0.677526116371155
"DB00996","Gabapentin","D017116","low back pain","DB00959","Methylprednisolone",0.173498645424843
"DB00843","Donepezil","D003929","diabetic neuropathies","DB00996","Gabapentin",0.740270912647247
"DB00843","Donepezil","D001416","back pain","DB00996","Gabapentin",0.772596299648285
"DB00843","Donepezil","D017116","low back pain","DB00996","Gabapentin",0.677526116371155
"DB00641","Simvastatin","D009103","multiple sclerosis","DB00060","Interferon beta-1a",0.923627734184265
"DB00641","Simvastatin","D020529","multiple sclerosis, acute relapsing","DB00060","Interferon beta-1a",0.807490646839142
