"drug1_id","drug1_name","drug2_id","drug2_name","condition_id","condition_name","scores"
"DB01276","Exenatide","DB01261","Sitagliptin","D007003","hypoglycemia",0.3490689
"DB00404","Alprazolam","DB00898","Ethanol","D019970","cocaine abuse",0.7881784
"DB00704","Naltrexone","DB11951","Lemborexant","D019970","cocaine abuse",0.7800647
"DB00313","Valproic acid","DB00502","Haloperidol","D019970","cocaine abuse",0.7477931
"DB00742","Mannitol","DB00741","Hydrocortisone","D019970","cocaine abuse",0.4435248
"DB00704","Naltrexone","DB00457","Prazosin","D019970","cocaine abuse",0.41013375
"DB00425","Zolpidem","DB00656","Trazodone","D019970","cocaine abuse",0.41012692
"DB00477","Chlorpromazine","DB00502","Haloperidol","D019970","cocaine abuse",0.4086789
"DB00181","Baclofen","DB00829","Diazepam","D019970","cocaine abuse",0.27798826
"DB01221","Ketamine","DB00683","Midazolam","D019970","cocaine abuse",0.25537187
"DB09072","Sodium oxybate","DB00745","Modafinil","D019970","cocaine abuse",0.23157185
"DB00181","Baclofen","DB00186","Lorazepam","D019970","cocaine abuse",0.19576564
"DB00470","Dronabinol","DB00898","Ethanol","D019970","cocaine abuse",0.1776694
"DB00333","Methadone","DB00951","Isoniazid","D019970","cocaine abuse",0.1527302
"DB01576","Dextroamphetamine","DB00623","Fluphenazine","D019970","cocaine abuse",0.14704375
"DB00734","Risperidone","DB00656","Trazodone","D019970","cocaine abuse",0.13937987
"DB11945","Avelumab","DB06626","Axitinib","D015266","carcinoma, merkel cell",0.46542284
"DB09037","Pembrolizumab","DB06626","Axitinib","D015266","carcinoma, merkel cell",0.11423141
"DB00853","Temozolomide","DB06809","Plerixafor","D012878","cancer of skin",0.7323649
"DB00503","Ritonavir","DB01601","Lopinavir","D012878","cancer of skin",0.54801494
"DB06663","Pasireotide","DB01119","Diazoxide","D012878","cancer of skin",0.5218673
"DB06663","Pasireotide","DB01590","Everolimus","D012878","cancer of skin",0.4885664
"DB09035","Nivolumab","DB12332","Rucaparib","D012878","cancer of skin",0.38963398
"DB00331","Metformin","DB01119","Diazoxide","D012878","cancer of skin",0.38214004
"DB11714","Durvalumab","DB09074","Olaparib","D012878","cancer of skin",0.33484212
"DB11595","Atezolizumab","DB11800","Tivozanib","D012878","cancer of skin",0.32714117
"DB06791","Lanreotide","DB01268","Sunitinib","D012878","cancer of skin",0.26944458
"DB01006","Letrozole","DB00399","Zoledronic acid","D012878","cancer of skin",0.26070544
"DB01590","Everolimus","DB00480","Lenalidomide","D012878","cancer of skin",0.21068554
"DB01006","Letrozole","DB01590","Everolimus","D012878","cancer of skin",0.20161201
"DB02546","Vorinostat","DB00853","Temozolomide","D012878","cancer of skin",0.18035491
"DB09037","Pembrolizumab","DB00112","Bevacizumab","D012878","cancer of skin",0.17556049
"DB00958","Carboplatin","DB00112","Bevacizumab","D012878","cancer of skin",0.16905978
"DB00112","Bevacizumab","DB01206","Lomustine","D012878","cancer of skin",0.16806595
"DB00853","Temozolomide","DB00530","Erlotinib","D012878","cancer of skin",0.16234453
"DB00958","Carboplatin","DB00541","Vincristine","D012878","cancer of skin",0.16224962
"DB01006","Letrozole","DB01217","Anastrozole","D012878","cancer of skin",0.15461
"DB00112","Bevacizumab","DB02546","Vorinostat","D012878","cancer of skin",0.15237905
"DB00188","Bortezomib","DB02546","Vorinostat","D012878","cancer of skin",0.15017349
"DB01229","Paclitaxel","DB00480","Lenalidomide","D012878","cancer of skin",0.14918636
"DB00531","Cyclophosphamide","DB01008","Busulfan","D012878","cancer of skin",0.1490564
"DB00480","Lenalidomide","DB09077","Dinutuximab","D012878","cancer of skin",0.14842014
"DB00958","Carboplatin","DB01262","Decitabine","D012878","cancer of skin",0.14111131
"DB00958","Carboplatin","DB00773","Etoposide","D012878","cancer of skin",0.14022222
"DB01611","Hydroxychloroquine","DB08911","Trametinib","D012878","cancer of skin",0.13485311
"DB00853","Temozolomide","DB09256","Tegafur","D012878","cancer of skin",0.13329493
"DB09037","Pembrolizumab","DB05578","Ramucirumab","D012878","cancer of skin",0.13001847
"DB09037","Pembrolizumab","DB00480","Lenalidomide","D012878","cancer of skin",0.12972955
"DB00012","Darbepoetin alfa","DB09146","Iron sucrose","D012878","cancer of skin",0.121835545
"DB01611","Hydroxychloroquine","DB00853","Temozolomide","D012878","cancer of skin",0.12153276
"DB00635","Prednisone","DB00741","Hydrocortisone","D012878","cancer of skin",0.11813947
"DB00188","Bortezomib","DB00112","Bevacizumab","D012878","cancer of skin",0.11737002
"DB01229","Paclitaxel","DB06366","Pertuzumab","D012878","cancer of skin",0.11552937
"DB01101","Capecitabine","DB06616","Bosutinib","D012878","cancer of skin",0.10637183
"DB01101","Capecitabine","DB09078","Lenvatinib","D012878","cancer of skin",0.10476981
"DB00398","Sorafenib","DB08881","Vemurafenib","D012878","cancer of skin",0.10044369
"DB00112","Bevacizumab","DB00398","Sorafenib","D012878","cancer of skin",0.100434944
"DB08816","Ticagrelor","DB12545","Indobufen","D009203","myocardial infarction",0.8622016
"DB00841","Dobutamine","DB06213","Regadenoson","D009203","myocardial infarction",0.65652335
"DB01039","Fenofibrate","DB00641","Simvastatin","D009203","myocardial infarction",0.62006915
"DB01076","Atorvastatin","DB00641","Simvastatin","D009203","myocardial infarction",0.38066244
"DB01098","Rosuvastatin","DB00973","Ezetimibe","D009203","myocardial infarction",0.26428047
"DB09026","Aliskiren","DB00678","Losartan","D009203","myocardial infarction",0.26014954
"DB00227","Lovastatin","DB00375","Colestipol","D009203","myocardial infarction",0.22687699
"DB01076","Atorvastatin","DB01039","Fenofibrate","D009203","myocardial infarction",0.20106837
"DB00758","Clopidogrel","DB00063","Eptifibatide","D009203","myocardial infarction",0.15569668
"DB00598","Labetalol","DB00335","Atenolol","D009203","myocardial infarction",0.14234933
"DB01076","Atorvastatin","DB00381","Amlodipine","D009203","myocardial infarction",0.1402228
"DB00899","Remifentanil","DB01236","Sevoflurane","D009203","myocardial infarction",0.13423967
"DB00388","Phenylephrine","DB00368","Norepinephrine","D009203","myocardial infarction",0.11686833
"DB00640","Adenosine","DB00975","Dipyridamole","D009203","myocardial infarction",0.10486998
"DB00381","Amlodipine","DB04861","Nebivolol","D009203","myocardial infarction",0.10016347
"DB01195","Flecainide","DB00264","Metoprolol","D007238","infarction",0.76251125
"DB00559","Bosentan","DB00770","Alprostadil","D007238","infarction",0.72772366
"DB00281","Lidocaine","DB00204","Dofetilide","D007238","infarction",0.6247728
"DB01076","Atorvastatin","DB00381","Amlodipine","D007238","infarction",0.52287114
"DB01225","Enoxaparin","DB00055","Drotrecogin alfa","D007238","infarction",0.51929736
"DB00388","Phenylephrine","DB00368","Norepinephrine","D007238","infarction",0.50940746
"DB00316","Acetaminophen","DB01200","Bromocriptine","D007238","infarction",0.3866962
"DB01109","Heparin","DB00055","Drotrecogin alfa","D007238","infarction",0.3685941
"DB06441","Cangrelor","DB06209","Prasugrel","D007238","infarction",0.3620841
"DB00489","Sotalol","DB01195","Flecainide","D007238","infarction",0.3228049
"DB00682","Warfarin","DB08813","Nadroparin","D007238","infarction",0.2671292
"DB00381","Amlodipine","DB04861","Nebivolol","D007238","infarction",0.17841177
"DB00302","Tranexamic acid","DB00343","Diltiazem","D007238","infarction",0.17360045
"DB06262","Droxidopa","DB00335","Atenolol","D007238","infarction",0.13857722
"DB01118","Amiodarone","DB12364","Betrixaban","D007238","infarction",0.13275944
"DB00203","Sildenafil","DB00235","Milrinone","D007238","infarction",0.11159265
"DB00598","Labetalol","DB00335","Atenolol","D007238","infarction",0.10838604
"DB00682","Warfarin","DB13136","Fluindione","D007238","infarction",0.1068238
"DB00640","Adenosine","DB06213","Regadenoson","D007238","infarction",0.104493804
"DB00008","Peginterferon alfa-2a","DB00022","Peginterferon alfa-2b","D018357","respiratory syncytial virus infections",0.14598663
"DB00422","Methylphenidate","DB00898","Ethanol","D019958","disruptive behavior disorder",0.7272896
"DB01235","Levodopa","DB00248","Cabergoline","D019958","disruptive behavior disorder",0.72091633
"DB01235","Levodopa","DB06701","Dexmethylphenidate","D019958","disruptive behavior disorder",0.539204
"DB00422","Methylphenidate","DB00182","Amphetamine","D019958","disruptive behavior disorder",0.3296125
"DB00190","Carbidopa","DB06262","Droxidopa","D019958","disruptive behavior disorder",0.12730111
"DB00746","Deferoxamine","DB08826","Deferiprone","D012497","sandhoff disease",0.24920532
"DB09034","Suvorexant","DB00898","Ethanol","D001321","autistic disorder",0.6769514
"DB00470","Dronabinol","DB09061","Cannabidiol","D001321","autistic disorder",0.65828466
"DB01018","Guanfacine","DB06701","Dexmethylphenidate","D001321","autistic disorder",0.20523253
"DB01156","Bupropion","DB00402","Eszopiclone","D001321","autistic disorder",0.19322379
"DB01235","Levodopa","DB11632","Opicapone","D001321","autistic disorder",0.18274812
"DB00674","Galantamine","DB00393","Nimodipine","D001321","autistic disorder",0.115683645
"DB00334","Olanzapine","DB06288","Amisulpride","D001321","autistic disorder",0.11383516
"DB00566","Succimer","DB00859","Penicillamine","D001321","autistic disorder",0.1103974
"DB00334","Olanzapine","DB00363","Clozapine","D001321","autistic disorder",0.102603205
"DB00205","Pyrimethamine","DB01299","Sulfadoxine","D005873","giardiasis",0.5208776
"DB01085","Pilocarpine","DB00692","Phentolamine","D012164","retinal diseases",0.7789387
"DB00484","Brimonidine","DB01194","Brinzolamide","D012164","retinal diseases",0.73893446
"DB01234","Dexamethasone","DB00324","Fluorometholone","D012164","retinal diseases",0.4043171
"DB01115","Nifedipine","DB00641","Simvastatin","D012164","retinal diseases",0.36399078
"DB01222","Budesonide","DB09113","Poractant alfa","D012164","retinal diseases",0.33725575
"DB05679","Ustekinumab","DB06674","Golimumab","D012164","retinal diseases",0.28741905
"DB00654","Latanoprost","DB01194","Brinzolamide","D012164","retinal diseases",0.250849
"DB00654","Latanoprost","DB00373","Timolol","D012164","retinal diseases",0.24724953
"DB00860","Prednisolone","DB01024","Mycophenolic acid","D012164","retinal diseases",0.24702711
"DB00959","Methylprednisolone","DB00736","Esomeprazole","D012164","retinal diseases",0.2297516
"DB00959","Methylprednisolone","DB00073","Rituximab","D012164","retinal diseases",0.17325982
"DB08879","Belimumab","DB00073","Rituximab","D012164","retinal diseases",0.14637008
"DB01394","Colchicine","DB00806","Pentoxifylline","D012164","retinal diseases",0.14616567
"DB06151","Acetylcysteine","DB04951","Pirfenidone","D012164","retinal diseases",0.1384279
"DB00373","Timolol","DB00905","Bimatoprost","D012164","retinal diseases",0.13693802
"DB00860","Prednisolone","DB00877","Sirolimus","D012164","retinal diseases",0.106983915
"DB01270","Ranibizumab","DB00009","Alteplase","D003930","diabetic retinopathy",0.2085865
"DB00072","Trastuzumab","DB06366","Pertuzumab","D018270","mammary ductal carcinoma",0.13967781
"DB06723","Aluminum hydroxide","DB13322","Hydrotalcite","D052016","mucositis",0.5768455
"DB08938","Magaldrate","DB13322","Hydrotalcite","D052016","mucositis",0.5659598
"DB09146","Iron sucrose","DB00621","Oxandrolone","D052016","mucositis",0.55600387
"DB00916","Metronidazole","DB01060","Amoxicillin","D052016","mucositis",0.53512067
"DB09146","Iron sucrose","DB06723","Aluminum hydroxide","D052016","mucositis",0.5091437
"DB00878","Chlorhexidine","DB06812","Povidone-iodine","D052016","mucositis",0.49872273
"DB00798","Gentamicin","DB13026","Ornidazole","D052016","mucositis",0.40841505
"DB01220","Rifaximin","DB00994","Neomycin","D052016","mucositis",0.2727836
"DB01233","Metoclopramide","DB00863","Ranitidine","D052016","mucositis",0.23863822
"DB00595","Oxytetracycline","DB00931","Metacycline","D052016","mucositis",0.23368599
"DB00448","Lansoprazole","DB01294","Bismuth subsalicylate","D052016","mucositis",0.16986723
"DB00618","Demeclocycline","DB00931","Metacycline","D052016","mucositis",0.14918746
"DB00618","Demeclocycline","DB00595","Oxytetracycline","D052016","mucositis",0.13975461
"DB00210","Adapalene","DB09096","Benzoyl peroxide","D052016","mucositis",0.13889776
"DB06724","Calcium carbonate","DB06723","Aluminum hydroxide","D052016","mucositis",0.12608564
"DB00544","Fluorouracil","DB00848","Levamisole","D052016","mucositis",0.12600577
"DB00518","Albendazole","DB11431","Moxidectin","D052016","mucositis",0.12446854
"DB12277","Polihexanide","DB13296","Propamidine","D052016","mucositis",0.11576676
"DB00338","Omeprazole","DB00736","Esomeprazole","D052016","mucositis",0.10499145
"DB00916","Metronidazole","DB00798","Gentamicin","D013280","stomatitis",0.42291623
"DB00798","Gentamicin","DB13026","Ornidazole","D013280","stomatitis",0.28486478
"DB06723","Aluminum hydroxide","DB09104","Magnesium hydroxide","D064420","toxicity, drug",0.78909343
"DB01234","Dexamethasone","DB06151","Acetylcysteine","D064420","toxicity, drug",0.67541057
"DB00205","Pyrimethamine","DB01299","Sulfadoxine","D064420","toxicity, drug",0.36620307
"DB00281","Lidocaine","DB00750","Prilocaine","D064420","toxicity, drug",0.34547362
"DB00515","Cisplatin","DB01229","Paclitaxel","D064420","toxicity, drug",0.33917543
"DB00338","Omeprazole","DB00083","Botulinum toxin type A","D064420","toxicity, drug",0.30873254
"DB00654","Latanoprost","DB00373","Timolol","D064420","toxicity, drug",0.2657631
"DB01101","Capecitabine","DB00526","Oxaliplatin","D064420","toxicity, drug",0.22298056
"DB00959","Methylprednisolone","DB01234","Dexamethasone","D064420","toxicity, drug",0.20538612
"DB06151","Acetylcysteine","DB08826","Deferiprone","D064420","toxicity, drug",0.1997609
"DB00281","Lidocaine","DB00514","Dextromethorphan","D064420","toxicity, drug",0.18987998
"DB06708","Lumefantrine","DB06697","Artemether","D064420","toxicity, drug",0.1763212
"DB01234","Dexamethasone","DB00331","Metformin","D064420","toxicity, drug",0.17177142
"DB00281","Lidocaine","DB00683","Midazolam","D064420","toxicity, drug",0.17031473
"DB00512","Vancomycin","DB00684","Tobramycin","D064420","toxicity, drug",0.1328115
"DB00544","Fluorouracil","DB00305","Mitomycin","D064420","toxicity, drug",0.128399
"DB00563","Methotrexate","DB00635","Prednisone","D064420","toxicity, drug",0.11528247
"DB00921","Buprenorphine","DB00193","Tramadol","D064420","toxicity, drug",0.1150426
"DB00181","Baclofen","DB00186","Lorazepam","D064420","toxicity, drug",0.11191259
"DB00091","Cyclosporine","DB00741","Hydrocortisone","D064420","toxicity, drug",0.106635295
"DB00746","Deferoxamine","DB08826","Deferiprone","D017093","liver failure",0.30292884
"DB00512","Vancomycin","DB01327","Cefazolin","D017093","liver failure",0.21585847
"DB08934","Sofosbuvir","DB09027","Ledipasvir","D017093","liver failure",0.16366026
"DB01087","Primaquine","DB00608","Chloroquine","D017093","liver failure",0.14341909
"DB00860","Prednisolone","DB00688","Mycophenolate mofetil","D056486","hepatitis, toxic",0.2063111
"DB01234","Dexamethasone","DB05109","Trabectedin","D056486","hepatitis, toxic",0.1533201
"DB01072","Atazanavir","DB06817","Raltegravir","D056486","hepatitis, toxic",0.15147099
"DB01273","Varenicline","DB00457","Prazosin","D011041","poisoning",0.5564161
"DB00674","Galantamine","DB00393","Nimodipine","D011041","poisoning",0.48076043
"DB00281","Lidocaine","DB00750","Prilocaine","D011041","poisoning",0.44905752
"DB00470","Dronabinol","DB09061","Cannabidiol","D011041","poisoning",0.337421
"DB00819","Acetazolamide","DB00490","Buspirone","D011041","poisoning",0.33557457
"DB00316","Acetaminophen","DB00514","Dextromethorphan","D011041","poisoning",0.27169722
"DB01156","Bupropion","DB00704","Naltrexone","D011041","poisoning",0.2009706
"DB06151","Acetylcysteine","DB01273","Varenicline","D011041","poisoning",0.19081192
"DB01234","Dexamethasone","DB06151","Acetylcysteine","D011041","poisoning",0.1622971
"DB00921","Buprenorphine","DB01183","Naloxone","D011041","poisoning",0.15406397
"DB01234","Dexamethasone","DB00465","Ketorolac","D011041","poisoning",0.14817446
"DB00704","Naltrexone","DB01273","Varenicline","D011041","poisoning",0.14320686
"DB00193","Tramadol","DB00454","Meperidine","D011041","poisoning",0.13117576
"DB00598","Labetalol","DB00335","Atenolol","D011041","poisoning",0.115959
"DB00512","Vancomycin","DB00601","Linezolid","D011041","poisoning",0.10695559
"DB00959","Methylprednisolone","DB01234","Dexamethasone","D011041","poisoning",0.10308313
"DB00381","Amlodipine","DB00177","Valsartan","D005922","iga glomerulonephritis",0.27361134
"DB08879","Belimumab","DB00073","Rituximab","D005922","iga glomerulonephritis",0.1575028
"DB00187","Esmolol","DB00235","Milrinone","D006976","pulmonary hypertension",0.69558805
"DB00916","Metronidazole","DB00798","Gentamicin","D006976","pulmonary hypertension",0.34055936
"DB01195","Flecainide","DB00264","Metoprolol","D006976","pulmonary hypertension",0.24403013
"DB01109","Heparin","DB00682","Warfarin","D006976","pulmonary hypertension",0.2273475
"DB01098","Rosuvastatin","DB01136","Carvedilol","D006976","pulmonary hypertension",0.19451131
"DB00393","Nimodipine","DB00819","Acetazolamide","D006976","pulmonary hypertension",0.14141774
"DB00203","Sildenafil","DB01275","Hydralazine","D006976","pulmonary hypertension",0.1123381
"DB00633","Dexmedetomidine","DB01364","Ephedrine","D006976","pulmonary hypertension",0.10005792
"DB00746","Deferoxamine","DB08826","Deferiprone","D006461","hemolysis",0.17258857
"DB06708","Lumefantrine","DB06697","Artemether","D006461","hemolysis",0.15509215
"DB00105","Interferon alfa-2b","DB00982","Isotretinoin","D009447","neuroblastoma",0.6857471
"DB00982","Isotretinoin","DB01168","Procarbazine","D009447","neuroblastoma",0.66922224
"DB00997","Doxorubicin","DB00380","Dexrazoxane","D009447","neuroblastoma",0.6029501
"DB00541","Vincristine","DB00877","Sirolimus","D009447","neuroblastoma",0.6004613
"DB01042","Melphalan","DB01030","Topotecan","D009447","neuroblastoma",0.34554642
"DB01590","Everolimus","DB00480","Lenalidomide","D009447","neuroblastoma",0.17258674
"DB00619","Imatinib","DB01005","Hydroxyurea","D009447","neuroblastoma",0.16080168
"DB01073","Fludarabine","DB01042","Melphalan","D009447","neuroblastoma",0.12353975
"DB02546","Vorinostat","DB00853","Temozolomide","D009447","neuroblastoma",0.11737128
"DB00515","Cisplatin","DB00773","Etoposide","D009447","neuroblastoma",0.10391646
"DB09038","Empagliflozin","DB01098","Rosuvastatin","D006949","hyperlipidemia",0.44577777
"DB00999","Hydrochlorothiazide","DB00722","Lisinopril","D006949","hyperlipidemia",0.36346826
"DB00390","Digoxin","DB08860","Pitavastatin","D006949","hyperlipidemia",0.28976277
"DB00999","Hydrochlorothiazide","DB00384","Triamterene","D006949","hyperlipidemia",0.1508404
"DB00381","Amlodipine","DB00722","Lisinopril","D006949","hyperlipidemia",0.13876642
"DB00222","Glimepiride","DB00412","Rosiglitazone","D006949","hyperlipidemia",0.12604205
"DB01039","Fenofibrate","DB01098","Rosuvastatin","D006949","hyperlipidemia",0.1147728
"DB09302","Alirocumab","DB00973","Ezetimibe","D006951","hyperlipoproteinemias",0.18713173
"DB01076","Atorvastatin","DB09302","Alirocumab","D006951","hyperlipoproteinemias",0.1385845
"DB01076","Atorvastatin","DB01039","Fenofibrate","D006951","hyperlipoproteinemias",0.12276059
"DB00476","Duloxetine","DB00193","Tramadol","D002056","burns",0.5323673
"DB01606","Tazobactam","DB00319","Piperacillin","D002056","burns",0.44564113
"DB00996","Gabapentin","DB00476","Duloxetine","D002056","burns",0.31296003
"DB00986","Glycopyrronium","DB08893","Mirabegron","D002056","burns",0.30816135
"DB09061","Cannabidiol","DB11057","Mineral oil","D002056","burns",0.2517523
"DB09038","Empagliflozin","DB01294","Bismuth subsalicylate","D002056","burns",0.22842483
"DB00512","Vancomycin","DB00684","Tobramycin","D002056","burns",0.21917918
"DB00813","Fentanyl","DB00683","Midazolam","D002056","burns",0.1182302
"DB00641","Simvastatin","DB01136","Carvedilol","D002056","burns",0.104937114
"DB00470","Dronabinol","DB09061","Cannabidiol","D019954","neurobehavioral manifestations",0.8250598
"DB01043","Memantine","DB00843","Donepezil","D019954","neurobehavioral manifestations",0.81872845
"DB00333","Methadone","DB01174","Phenobarbital","D019954","neurobehavioral manifestations",0.7320332
"DB00425","Zolpidem","DB00656","Trazodone","D019954","neurobehavioral manifestations",0.71635836
"DB00915","Amantadine","DB00273","Topiramate","D019954","neurobehavioral manifestations",0.7128531
"DB00404","Alprazolam","DB00898","Ethanol","D019954","neurobehavioral manifestations",0.7056417
"DB00313","Valproic acid","DB00186","Lorazepam","D019954","neurobehavioral manifestations",0.6483906
"DB01234","Dexamethasone","DB01233","Metoclopramide","D019954","neurobehavioral manifestations",0.647318
"DB00813","Fentanyl","DB00296","Ropivacaine","D019954","neurobehavioral manifestations",0.6283164
"DB00633","Dexmedetomidine","DB01236","Sevoflurane","D019954","neurobehavioral manifestations",0.62050945
"DB00555","Lamotrigine","DB00313","Valproic acid","D019954","neurobehavioral manifestations",0.5784727
"DB00818","Propofol","DB01189","Desflurane","D019954","neurobehavioral manifestations",0.56021416
"DB00404","Alprazolam","DB01011","Metyrapone","D019954","neurobehavioral manifestations",0.54200375
"DB00388","Phenylephrine","DB00368","Norepinephrine","D019954","neurobehavioral manifestations",0.53496635
"DB00603","Medroxyprogesterone acetate","DB00783","Estradiol","D019954","neurobehavioral manifestations",0.5028706
"DB00316","Acetaminophen","DB00470","Dronabinol","D019954","neurobehavioral manifestations",0.44799984
"DB00297","Bupivacaine","DB01236","Sevoflurane","D019954","neurobehavioral manifestations",0.44653213
"DB01234","Dexamethasone","DB00297","Bupivacaine","D019954","neurobehavioral manifestations",0.42800325
"DB00285","Venlafaxine","DB01104","Sertraline","D019954","neurobehavioral manifestations",0.42432448
"DB00422","Methylphenidate","DB00289","Atomoxetine","D019954","neurobehavioral manifestations",0.40444842
"DB00653","Magnesium sulfate","DB00818","Propofol","D019954","neurobehavioral manifestations",0.38072738
"DB00470","Dronabinol","DB04948","Lofexidine","D019954","neurobehavioral manifestations",0.36857948
"DB00813","Fentanyl","DB00295","Morphine","D019954","neurobehavioral manifestations",0.34358567
"DB00181","Baclofen","DB00829","Diazepam","D019954","neurobehavioral manifestations",0.31292504
"DB00575","Clonidine","DB01002","Levobupivacaine","D019954","neurobehavioral manifestations",0.31268838
"DB00201","Caffeine","DB00514","Dextromethorphan","D019954","neurobehavioral manifestations",0.30419347
"DB00316","Acetaminophen","DB00921","Buprenorphine","D019954","neurobehavioral manifestations",0.27380726
"DB01175","Escitalopram","DB01043","Memantine","D019954","neurobehavioral manifestations",0.27141786
"DB00422","Methylphenidate","DB00575","Clonidine","D019954","neurobehavioral manifestations",0.26752257
"DB00281","Lidocaine","DB00297","Bupivacaine","D019954","neurobehavioral manifestations",0.24486126
"DB01221","Ketamine","DB00818","Propofol","D019954","neurobehavioral manifestations",0.24440975
"DB00996","Gabapentin","DB00843","Donepezil","D019954","neurobehavioral manifestations",0.24180523
"DB00296","Ropivacaine","DB00633","Dexmedetomidine","D019954","neurobehavioral manifestations",0.22623931
"DB00316","Acetaminophen","DB00956","Hydrocodone","D019954","neurobehavioral manifestations",0.2138691
"DB00203","Sildenafil","DB00193","Tramadol","D019954","neurobehavioral manifestations",0.20415662
"DB11823","Esketamine","DB00818","Propofol","D019954","neurobehavioral manifestations",0.1940918
"DB00443","Betamethasone","DB00450","Droperidol","D019954","neurobehavioral manifestations",0.1847768
"DB00813","Fentanyl","DB00899","Remifentanil","D019954","neurobehavioral manifestations",0.18010974
"DB00193","Tramadol","DB00321","Amitriptyline","D019954","neurobehavioral manifestations",0.17106748
"DB00904","Ondansetron","DB00708","Sufentanil","D019954","neurobehavioral manifestations",0.1633913
"DB01075","Diphenhydramine","DB00450","Droperidol","D019954","neurobehavioral manifestations",0.16264729
"DB00633","Dexmedetomidine","DB01002","Levobupivacaine","D019954","neurobehavioral manifestations",0.16126066
"DB00296","Ropivacaine","DB00575","Clonidine","D019954","neurobehavioral manifestations",0.15766469
"DB00959","Methylprednisolone","DB00860","Prednisolone","D019954","neurobehavioral manifestations",0.1539211
"DB01238","Aripiprazole","DB00260","Cycloserine","D019954","neurobehavioral manifestations",0.14712457
"DB00813","Fentanyl","DB00753","Isoflurane","D019954","neurobehavioral manifestations",0.14699852
"DB00316","Acetaminophen","DB00465","Ketorolac","D019954","neurobehavioral manifestations",0.13131638
"DB00182","Amphetamine","DB01576","Dextroamphetamine","D019954","neurobehavioral manifestations",0.12516516
"DB09061","Cannabidiol","DB00295","Morphine","D019954","neurobehavioral manifestations",0.12404474
"DB00472","Fluoxetine","DB00334","Olanzapine","D019954","neurobehavioral manifestations",0.121092945
"DB00230","Pregabalin","DB00193","Tramadol","D019954","neurobehavioral manifestations",0.11838391
"DB00422","Methylphenidate","DB00490","Buspirone","D019954","neurobehavioral manifestations",0.11592031
"DB00190","Carbidopa","DB06262","Droxidopa","D019954","neurobehavioral manifestations",0.11521319
"DB09072","Sodium oxybate","DB00745","Modafinil","D019954","neurobehavioral manifestations",0.11407511
"DB00476","Duloxetine","DB00193","Tramadol","D019954","neurobehavioral manifestations",0.111893736
"DB01234","Dexamethasone","DB00465","Ketorolac","D019954","neurobehavioral manifestations",0.111321494
"DB00674","Galantamine","DB00393","Nimodipine","D019954","neurobehavioral manifestations",0.102537714
"DB01221","Ketamine","DB00899","Remifentanil","D019954","neurobehavioral manifestations",0.102090545
"DB00333","Methadone","DB01174","Phenobarbital","D060825","deterioration, mental",0.1710733
"DB00818","Propofol","DB00802","Alfentanil","D060825","deterioration, mental",0.15335137
"DB01236","Sevoflurane","DB00753","Isoflurane","D060825","deterioration, mental",0.13236164
"DB01098","Rosuvastatin","DB00966","Telmisartan","D060825","deterioration, mental",0.11951801
"DB00281","Lidocaine","DB01018","Guanfacine","D020773","chronic headache",0.83456105
"DB01075","Diphenhydramine","DB00450","Droperidol","D020773","chronic headache",0.7991242
"DB00477","Chlorpromazine","DB00502","Haloperidol","D020773","chronic headache",0.7203163
"DB00518","Albendazole","DB00711","Diethylcarbamazine","D020773","chronic headache",0.35050854
"DB00904","Ondansetron","DB00708","Sufentanil","D020773","chronic headache",0.2840651
"DB00575","Clonidine","DB01002","Levobupivacaine","D020773","chronic headache",0.1668824
"DB00181","Baclofen","DB01151","Desipramine","D020773","chronic headache",0.1453129
"DB00316","Acetaminophen","DB01050","Ibuprofen","D020773","chronic headache",0.13196567
"DB00454","Meperidine","DB00490","Buspirone","D020773","chronic headache",0.11276114
"DB00222","Glimepiride","DB00331","Metformin","D050177","overweight",0.5890291
"DB00381","Amlodipine","DB09026","Aliskiren","D050177","overweight",0.44601047
"DB00381","Amlodipine","DB04861","Nebivolol","D050177","overweight",0.4103842
"DB00482","Celecoxib","DB01016","Glyburide","D050177","overweight",0.32923535
"DB01197","Captopril","DB04876","Vildagliptin","D050177","overweight",0.20276523
"DB00612","Bisoprolol","DB00264","Metoprolol","D050177","overweight",0.17034633
"DB00331","Metformin","DB01016","Glyburide","D050177","overweight",0.14594354
"DB00381","Amlodipine","DB00310","Chlorthalidone","D050177","overweight",0.11775325
"DB00999","Hydrochlorothiazide","DB00722","Lisinopril","D050177","overweight",0.11056185
"DB00966","Telmisartan","DB00722","Lisinopril","D050177","overweight",0.10484009
"DB00046","Insulin lispro","DB00047","Insulin glargine","D050177","overweight",0.10450376
"DB00813","Fentanyl","DB00683","Midazolam","D011596","psychomotor disorders",0.6545306
"DB01202","Levetiracetam","DB00252","Phenytoin","D011596","psychomotor disorders",0.37355614
"DB00813","Fentanyl","DB00818","Propofol","D011596","psychomotor disorders",0.3331436
"DB00813","Fentanyl","DB00296","Ropivacaine","D011596","psychomotor disorders",0.18414976
"DB00252","Phenytoin","DB01320","Fosphenytoin","D011596","psychomotor disorders",0.17723462
"DB01234","Dexamethasone","DB01233","Metoclopramide","D011596","psychomotor disorders",0.15954782
"DB00316","Acetaminophen","DB00956","Hydrocodone","D011596","psychomotor disorders",0.15189637
"DB00813","Fentanyl","DB00899","Remifentanil","D011596","psychomotor disorders",0.12782507
