"condition_id","condition_name","drug1_id","drug1_name","drug2_id","drug2_name","scores"
"D007405","intervertebral disk displacement","DB00497","Oxycodone","DB00295","Morphine",0.14681007
"D007405","intervertebral disk displacement","DB00296","Ropivacaine","DB00668","Epinephrine",0.115629815
"D004194","disease","DB08816","Ticagrelor","DB06441","Cangrelor",0.83743036
"D004194","disease","DB00175","Pravastatin","DB09154","Sodium citrate",0.7515133
"D004194","disease","DB01590","Everolimus","DB00480","Lenalidomide",0.74717766
"D020300","intracranial hemorrhage","DB00009","Alteplase","DB00063","Eptifibatide",0.33019128
"D020300","intracranial hemorrhage","DB00653","Magnesium sulfate","DB00633","Dexmedetomidine",0.18919142
"D020300","intracranial hemorrhage","DB00009","Alteplase","DB00031","Tenecteplase",0.17362875
"D011020","pneumocystosis","DB00196","Fluconazole","DB01099","Flucytosine",0.32410327
"D011020","pneumocystosis","DB01087","Primaquine","DB00608","Chloroquine",0.17881799
"D011020","pneumocystosis","DB00196","Fluconazole","DB00681","Amphotericin B",0.137605
"D019337","hematopoietic neoplasms","DB01262","Decitabine","DB00313","Valproic acid",0.757541
"D019337","hematopoietic neoplasms","DB03619","Deoxycholic acid","DB00681","Amphotericin B",0.7373195
"D019337","hematopoietic neoplasms","DB00928","Azacitidine","DB05015","Belinostat",0.6677394
"D011537","pruritus","DB01062","Oxybutynin","DB00967","Desloratadine",0.43690202
"D011537","pruritus","DB00860","Prednisolone","DB00443","Betamethasone",0.27162352
"D011537","pruritus","DB00904","Ondansetron","DB00708","Sufentanil",0.24953775
"D001201","ascites","DB00368","Norepinephrine","DB11842","Angiotensin II",0.16299467
"D001201","ascites","DB00927","Famotidine","DB00455","Loratadine",0.16187097
"D001201","ascites","DB00489","Sotalol","DB00390","Digoxin",0.11057386
"D061686","premature ejaculation","DB00182","Amphetamine","DB01576","Dextroamphetamine",0.17270581
"D061686","premature ejaculation","DB00813","Fentanyl","DB00295","Morphine",0.109504715
"D001851","bone diseases, metabolic","DB00624","Testosterone","DB01216","Finasteride",0.52804476
"D001851","bone diseases, metabolic","DB00254","Doxycycline","DB01029","Irbesartan",0.49161693
"D001851","bone diseases, metabolic","DB00658","Sevelamer","DB08862","Cholecystokinin",0.25735933
"D017699","pelvic pain","DB06288","Amisulpride","DB01200","Bromocriptine",0.45716816
"D017699","pelvic pain","DB01050","Ibuprofen","DB00328","Indomethacin",0.23463629
"D017699","pelvic pain","DB00281","Lidocaine","DB00540","Nortriptyline",0.1637913
"D005265","femoral neck fractures","DB00296","Ropivacaine","DB00575","Clonidine",0.11507555
"D005198","fanconi syndrome","DB00531","Cyclophosphamide","DB00773","Etoposide",0.10156457
"D002311","cardiomyopathy, dilated","DB00640","Adenosine","DB00975","Dipyridamole",0.5762579
"D002311","cardiomyopathy, dilated","DB00381","Amlodipine","DB04861","Nebivolol",0.105654284
"D018365","residual cancer","DB00928","Azacitidine","DB05015","Belinostat",0.46556067
"D012327","rna virus infections","DB01610","Valganciclovir","DB12070","Letermovir",0.9052471
"D012327","rna virus infections","DB00921","Buprenorphine","DB01183","Naloxone",0.8825574
"D012327","rna virus infections","DB00196","Fluconazole","DB01263","Posaconazole",0.7585649
"D012140","respiratory tract diseases","DB00397","Phenylpropanolamine","DB01114","Chlorpheniramine",0.84771764
"D012140","respiratory tract diseases","DB01212","Ceftriaxone","DB00303","Ertapenem",0.8440112
"D012140","respiratory tract diseases","DB01001","Albuterol","DB00727","Nitroglycerin",0.82884616
"D014009","onychomycosis","DB00857","Terbinafine","DB01167","Itraconazole",0.33502698
"D014009","onychomycosis","DB00982","Isotretinoin","DB00857","Terbinafine",0.17598817
"D009371","neoplasms by site","DB11595","Atezolizumab","DB11793","Niraparib",0.8951236
"D009371","neoplasms by site","DB00104","Octreotide","DB05578","Ramucirumab",0.85072345
"D009371","neoplasms by site","DB01042","Melphalan","DB01008","Busulfan",0.84134734
"D009360","tumor cells, embolic","DB00965","Ethiodized oil","DB00305","Mitomycin",0.21288683
"D010538","peritonitis","DB00512","Vancomycin","DB00355","Aztreonam",0.7067359
"D010538","peritonitis","DB00196","Fluconazole","DB01263","Posaconazole",0.4432651
"D010538","peritonitis","DB00760","Meropenem","DB00303","Ertapenem",0.16985928
"D002349","carpal tunnel syndrome","DB01234","Dexamethasone","DB00620","Triamcinolone",0.17545015
"D002349","carpal tunnel syndrome","DB00959","Methylprednisolone","DB01234","Dexamethasone",0.10032452
"D007172","dysfunction, erectile","DB01076","Atorvastatin","DB01098","Rosuvastatin",0.106811926
"D007172","dysfunction, erectile","DB00203","Sildenafil","DB00193","Tramadol",0.10050267
"D008579","meningioma","DB00762","Irinotecan","DB00853","Temozolomide",0.16116463
"D008579","meningioma","DB01101","Capecitabine","DB00853","Temozolomide",0.14488715
"D008579","meningioma","DB08911","Trametinib","DB08912","Dabrafenib",0.12906106
"D013724","teratoma","DB02546","Vorinostat","DB00928","Azacitidine",0.41898778
"D002822","choriocarcinoma","DB01590","Everolimus","DB00480","Lenalidomide",0.22569112
"D002822","choriocarcinoma","DB00997","Doxorubicin","DB00380","Dexrazoxane",0.19939739
"D002822","choriocarcinoma","DB00563","Methotrexate","DB00570","Vinblastine",0.17961693
"D018237","germinoma","DB00531","Cyclophosphamide","DB09037","Pembrolizumab",0.10009539
"D054990","idiopathic pulmonary fibrosis","DB00207","Azithromycin","DB00684","Tobramycin",0.26859444
"D054990","idiopathic pulmonary fibrosis","DB00635","Prednisone","DB09079","Nintedanib",0.1815275
"D055732","pulmonary aspergillosis","DB00196","Fluconazole","DB01099","Flucytosine",0.57189363
"D055732","pulmonary aspergillosis","DB01141","Micafungin","DB12471","Ibrexafungerp",0.40805504
"D055732","pulmonary aspergillosis","DB00196","Fluconazole","DB01263","Posaconazole",0.3546571
"D055744","invasive pulmonary aspergillosis","DB00196","Fluconazole","DB01263","Posaconazole",0.728383
"D055744","invasive pulmonary aspergillosis","DB01141","Micafungin","DB12471","Ibrexafungerp",0.66275793
"D055744","invasive pulmonary aspergillosis","DB03619","Deoxycholic acid","DB00681","Amphotericin B",0.10945393
"D007247","infertility, female","DB00929","Misoprostol","DB00834","Mifepristone",0.24246567
"D007247","infertility, female","DB00331","Metformin","DB00882","Clomifene",0.24163292
"D001259","ataxia","DB01202","Levetiracetam","DB00252","Phenytoin",0.11318195
"D040181","genetic diseases, x-linked","DB00563","Methotrexate","DB00570","Vinblastine",0.31713158
"D040181","genetic diseases, x-linked","DB00959","Methylprednisolone","DB00877","Sirolimus",0.1691466
"D040181","genetic diseases, x-linked","DB00254","Doxycycline","DB01029","Irbesartan",0.15492271
"D019282","wasting syndrome","DB00205","Pyrimethamine","DB01299","Sulfadoxine",0.31036112
"D007516","islet cell adenoma","DB00441","Gemcitabine","DB00642","Pemetrexed",0.12518531
"D048550","hepatic insufficiency","DB00331","Metformin","DB01132","Pioglitazone",0.5295045
"D048550","hepatic insufficiency","DB01234","Dexamethasone","DB06151","Acetylcysteine",0.24005531
"D048550","hepatic insufficiency","DB00222","Glimepiride","DB00331","Metformin",0.16156225
"D013584","sarcoma, synovial","DB00531","Cyclophosphamide","DB01008","Busulfan",0.4036761
"D013584","sarcoma, synovial","DB09035","Nivolumab","DB06186","Ipilimumab",0.12513894
"D001170","arthritis, infectious","DB00512","Vancomycin","DB01327","Cefazolin",0.26299137
"D010019","osteomyelitis","DB01606","Tazobactam","DB09050","Ceftolozane",0.87356144
"D010019","osteomyelitis","DB00438","Ceftazidime","DB09060","Avibactam",0.6845455
"D010019","osteomyelitis","DB00512","Vancomycin","DB01327","Cefazolin",0.67866296
"D012393","rosacea","DB00210","Adapalene","DB09096","Benzoyl peroxide",0.53060424
"D012393","rosacea","DB00916","Metronidazole","DB00417","Phenoxymethylpenicillin",0.45515713
"D012393","rosacea","DB00210","Adapalene","DB00254","Doxycycline",0.42548245
"D005705","gall bladder diseases","DB09035","Nivolumab","DB06186","Ipilimumab",0.53359747
"D005705","gall bladder diseases","DB00515","Cisplatin","DB00642","Pemetrexed",0.3560385
"D005705","gall bladder diseases","DB00760","Meropenem","DB09099","Somatostatin",0.27236363
"D001005","anus neoplasms","DB00072","Trastuzumab","DB06366","Pertuzumab",0.34876746
"D001005","anus neoplasms","DB00515","Cisplatin","DB00441","Gemcitabine",0.15828109
"D009205","myocarditis","DB00860","Prednisolone","DB00571","Propranolol",0.29721206
"D009205","myocarditis","DB00959","Methylprednisolone","DB00736","Esomeprazole",0.15322092
"D000743","anemia, hemolytic","DB08934","Sofosbuvir","DB09027","Ledipasvir",0.77928174
"D000743","anemia, hemolytic","DB00437","Allopurinol","DB00049","Rasburicase",0.18605518
"D000743","anemia, hemolytic","DB08934","Sofosbuvir","DB11613","Velpatasvir",0.14811338
"D000744","anemia, hemolytic, autoimmune","DB00860","Prednisolone","DB01097","Leflunomide",0.25132152
"D006259","craniocerebral trauma","DB00813","Fentanyl","DB00683","Midazolam",0.3491951
"D006259","craniocerebral trauma","DB00281","Lidocaine","DB00540","Nortriptyline",0.24069059
"D006259","craniocerebral trauma","DB00598","Labetalol","DB00335","Atenolol",0.21465561
"D008569","memory disorders","DB00915","Amantadine","DB00273","Topiramate",0.8145632
"D008569","memory disorders","DB01235","Levodopa","DB11632","Opicapone",0.63321334
"D008569","memory disorders","DB01235","Levodopa","DB05271","Rotigotine",0.5180804
"D009396","nephroblastoma","DB00441","Gemcitabine","DB00361","Vinorelbine",0.1440979
"D009396","nephroblastoma","DB00515","Cisplatin","DB00773","Etoposide",0.10312657
"D000686","amyloidosis","DB01234","Dexamethasone","DB00073","Rituximab",0.20607987
"D000686","amyloidosis","DB00635","Prednisone","DB01041","Thalidomide",0.12539232
"D004238","diverticulitis","DB01137","Levofloxacin","DB01212","Ceftriaxone",0.6620867
"D004238","diverticulitis","DB00921","Buprenorphine","DB01183","Naloxone",0.15308544
"D009209","myofascial pain syndromes","DB00281","Lidocaine","DB00750","Prilocaine",0.106708504
"D008581","meningitis","DB00196","Fluconazole","DB12471","Ibrexafungerp",0.40135393
"D008581","meningitis","DB01141","Micafungin","DB12471","Ibrexafungerp",0.23755267
"D008581","meningitis","DB00951","Isoniazid","DB01045","Rifampin",0.23164567
"D006930","hyperalgesia","DB09061","Cannabidiol","DB11057","Mineral oil",0.45028964
"D006930","hyperalgesia","DB00620","Triamcinolone","DB00281","Lidocaine",0.43913242
"D006930","hyperalgesia","DB01234","Dexamethasone","DB00296","Ropivacaine",0.11745983
"D006432","hemochromatosis","DB09146","Iron sucrose","DB00621","Oxandrolone",0.1738136
"D006432","hemochromatosis","DB00381","Amlodipine","DB01609","Deferasirox",0.16366945
"D006432","hemochromatosis","DB01087","Primaquine","DB00608","Chloroquine",0.10687969
"D019190","iron overload","DB01005","Hydroxyurea","DB00819","Acetazolamide",0.49273613
"D019190","iron overload","DB00650","Leucovorin","DB00205","Pyrimethamine",0.14978594
"D019190","iron overload","DB00302","Tranexamic acid","DB09526","Hydroquinone",0.1224226
"D000374","aggression","DB00618","Demeclocycline","DB00595","Oxytetracycline",0.4745922
"D000374","aggression","DB00595","Oxytetracycline","DB00931","Metacycline",0.13902432
"D066126","cardiotoxicity","DB01234","Dexamethasone","DB06151","Acetylcysteine",0.18343286
"D013622","taeniases","DB00518","Albendazole","DB11431","Moxidectin",0.9262154
"D013622","taeniases","DB00518","Albendazole","DB00602","Ivermectin",0.7516754
"D013622","taeniases","DB00518","Albendazole","DB00711","Diethylcarbamazine",0.19316714
"D007410","intestinal diseases","DB00916","Metronidazole","DB01060","Amoxicillin",0.67310053
"D007410","intestinal diseases","DB00213","Pantoprazole","DB09275","Bismuth subcitrate potassium",0.6581231
"D007410","intestinal diseases","DB00507","Nitazoxanide","DB01059","Norfloxacin",0.58936745
"D000419","albuminuria","DB01076","Atorvastatin","DB09302","Alirocumab",0.40395698
"D000419","albuminuria","DB00641","Simvastatin","DB00973","Ezetimibe",0.18657789
"D016919","meningitis, cryptococcal","DB00760","Meropenem","DB01413","Cefepime",0.12903489
"D006566","herpesviridae infections","DB08934","Sofosbuvir","DB11613","Velpatasvir",0.77074534
"D006566","herpesviridae infections","DB01073","Fludarabine","DB01008","Busulfan",0.76283854
"D006566","herpesviridae infections","DB00188","Bortezomib","DB00928","Azacitidine",0.35853213
"D018307","squamous cell neoplasms","DB09035","Nivolumab","DB14851","Relatlimab",0.7544819
"D018307","squamous cell neoplasms","DB09037","Pembrolizumab","DB09074","Olaparib",0.71330386
"D018307","squamous cell neoplasms","DB09037","Pembrolizumab","DB09053","Ibrutinib",0.6394382
"D004381","curling ulcer","DB00927","Famotidine","DB13322","Hydrotalcite",0.35028422
"D001437","bacteriuria","DB01598","Imipenem","DB01597","Cilastatin",0.2030534
"D017889","exfoliation syndrome","DB00654","Latanoprost","DB00373","Timolol",0.18305741
"D019965","kandinsky syndrome","DB00734","Risperidone","DB00334","Olanzapine",0.7124896
"D019965","kandinsky syndrome","DB00915","Amantadine","DB00273","Topiramate",0.6025199
"D019965","kandinsky syndrome","DB00334","Olanzapine","DB00502","Haloperidol",0.59579724
"D004696","endocarditis","DB01060","Amoxicillin","DB00766","Clavulanic acid",0.18985707
"D004696","endocarditis","DB00207","Azithromycin","DB01212","Ceftriaxone",0.16149427
"D004696","endocarditis","DB00196","Fluconazole","DB01263","Posaconazole",0.14366466
"D009855","onchocerciasis","DB06602","Reslizumab","DB00711","Diethylcarbamazine",0.69414306
"D009855","onchocerciasis","DB00518","Albendazole","DB00711","Diethylcarbamazine",0.58170104
"D009855","onchocerciasis","DB00518","Albendazole","DB13670","Oxantel",0.16381799
"D005833","genital neoplasms, female","DB00007","Leuprolide","DB00014","Goserelin",0.79454774
"D005833","genital neoplasms, female","DB01006","Letrozole","DB00855","Aminolevulinic acid",0.732284
"D005833","genital neoplasms, female","DB00899","Remifentanil","DB01189","Desflurane",0.55236316
"D059445","anhedonia","DB00996","Gabapentin","DB00843","Donepezil",0.33255443
"D042101","acalculous cholecystitis","DB00415","Ampicillin","DB00798","Gentamicin",0.2640802
"D005879","gilles de la tourette syndrome","DB01043","Memantine","DB00740","Riluzole",0.23521358
"D003551","cysticercosis","DB00518","Albendazole","DB00602","Ivermectin",0.43961525
"D003551","cysticercosis","DB00518","Albendazole","DB11431","Moxidectin",0.33677202
"D014581","urticaria","DB00852","Pseudoephedrine","DB00751","Epinastine",0.70115507
"D014581","urticaria","DB00972","Azelastine","DB00764","Mometasone",0.41948342
"D014581","urticaria","DB06602","Reslizumab","DB00711","Diethylcarbamazine",0.3249863
"D001660","biliary tract diseases","DB00916","Metronidazole","DB01327","Cefazolin",0.776011
"D001660","biliary tract diseases","DB00415","Ampicillin","DB09324","Sulbactam",0.73992527
"D001660","biliary tract diseases","DB00544","Fluorouracil","DB00526","Oxaliplatin",0.63657373
"D019964","mood disorders","DB00712","Flurbiprofen","DB01209","Dezocine",0.8128625
"D019964","mood disorders","DB01068","Clonazepam","DB01320","Fosphenytoin",0.658375
"D019964","mood disorders","DB00181","Baclofen","DB00829","Diazepam",0.63639164
"D017719","diabetic foot","DB01109","Heparin","DB01225","Enoxaparin",0.24658354
"D017719","diabetic foot","DB00813","Fentanyl","DB00683","Midazolam",0.18131462
"D014115","toxemia","DB00107","Oxytocin","DB00368","Norepinephrine",0.63816017
"D014115","toxemia","DB00107","Oxytocin","DB00388","Phenylephrine",0.39929542
"D014115","toxemia","DB00331","Metformin","DB01276","Exenatide",0.23459792
"D020141","vascular hemostatic disorders","DB01211","Clarithromycin","DB01060","Amoxicillin",0.7091964
"D020141","vascular hemostatic disorders","DB00635","Prednisone","DB01611","Hydroxychloroquine",0.49470723
"D020141","vascular hemostatic disorders","DB00188","Bortezomib","DB00864","Tacrolimus",0.41739747
"D001778","blood coagulation disorders","DB00668","Epinephrine","DB00043","Omalizumab",0.67412686
"D001778","blood coagulation disorders","DB01073","Fludarabine","DB01042","Melphalan",0.46937984
"D001778","blood coagulation disorders","DB00177","Valsartan","DB01611","Hydroxychloroquine",0.46885955
"D002493","central nervous system diseases","DB00186","Lorazepam","DB00652","Pentazocine",0.8697587
"D002493","central nervous system diseases","DB00567","Cephalexin","DB01140","Cefadroxil",0.8365429
"D002493","central nervous system diseases","DB00252","Phenytoin","DB01320","Fosphenytoin",0.8338515
"D052439","lipid metabolism disorders","DB00381","Amlodipine","DB00722","Lisinopril",0.754648
"D052439","lipid metabolism disorders","DB00381","Amlodipine","DB00966","Telmisartan",0.69183487
"D052439","lipid metabolism disorders","DB09038","Empagliflozin","DB00026","Anakinra",0.68512136
"D016773","leishmaniasis, cutaneous","DB05630","Sodium stibogluconate","DB01421","Paromomycin",0.7491318
"D016773","leishmaniasis, cutaneous","DB12277","Polihexanide","DB13296","Propamidine",0.70011276
"D016773","leishmaniasis, cutaneous","DB00210","Adapalene","DB09096","Benzoyl peroxide",0.57922024
"D010995","pleural diseases","DB01248","Docetaxel","DB00530","Erlotinib",0.18148935
"D010995","pleural diseases","DB00620","Triamcinolone","DB00281","Lidocaine",0.15362248
"D010995","pleural diseases","DB00515","Cisplatin","DB00997","Doxorubicin",0.10328653
"D012162","retinal degeneration","DB00484","Brimonidine","DB01194","Brinzolamide",0.9799146
"D012162","retinal degeneration","DB00654","Latanoprost","DB01194","Brinzolamide",0.53790295
"D012162","retinal degeneration","DB00373","Timolol","DB00287","Travoprost",0.26416385
"D013708","tendon injuries","DB00620","Triamcinolone","DB00281","Lidocaine",0.49582168
"D013708","tendon injuries","DB00316","Acetaminophen","DB01050","Ibuprofen",0.10036292
"D018461","soft tissue infection","DB01598","Imipenem","DB01597","Cilastatin",0.45672342
"D018461","soft tissue infection","DB01212","Ceftriaxone","DB00303","Ertapenem",0.39115724
"D018461","soft tissue infection","DB00878","Chlorhexidine","DB00410","Mupirocin",0.37429246
"D018196","carcinoma, adenosquamous","DB00515","Cisplatin","DB01229","Paclitaxel",0.2331993
"D009136","muscular dystrophy","DB00470","Dronabinol","DB09061","Cannabidiol",0.31841695
"D009136","muscular dystrophy","DB00297","Bupivacaine","DB00296","Ropivacaine",0.22420372
"D004653","empyema","DB00207","Azithromycin","DB00671","Cefixime",0.49212903
"D004653","empyema","DB00512","Vancomycin","DB00601","Linezolid",0.49073738
"D004653","empyema","DB01598","Imipenem","DB01597","Cilastatin",0.18238737
"D001752","blast phase","DB00928","Azacitidine","DB05015","Belinostat",0.40615046
"D001752","blast phase","DB01073","Fludarabine","DB01042","Melphalan",0.20955873
"D001752","blast phase","DB01073","Fludarabine","DB01008","Busulfan",0.19325945
"D018882","heat cramps","DB00396","Progesterone","DB00308","Ibutilide",0.4594558
"D018882","heat cramps","DB00674","Galantamine","DB00393","Nimodipine",0.11826094
"D014555","urination disorders","DB09026","Aliskiren","DB00177","Valsartan",0.92351216
"D014555","urination disorders","DB09026","Aliskiren","DB00999","Hydrochlorothiazide",0.85144794
"D014555","urination disorders","DB00999","Hydrochlorothiazide","DB13919","Candesartan",0.52279675
"D018376","cardiovascular abnormalities","DB01270","Ranibizumab","DB00009","Alteplase",0.73346484
"D018376","cardiovascular abnormalities","DB00653","Magnesium sulfate","DB00633","Dexmedetomidine",0.7230417
"D018376","cardiovascular abnormalities","DB00598","Labetalol","DB00335","Atenolol",0.62702566
"D015433","glomerulonephritis, membranous","DB00635","Prednisone","DB01097","Leflunomide",0.15712966
"D015433","glomerulonephritis, membranous","DB01234","Dexamethasone","DB01042","Melphalan",0.10547503
"D012148","restless legs syndrome","DB00281","Lidocaine","DB00750","Prilocaine",0.13494474
"D006967","hypersensitivity","DB00332","Ipratropium","DB01288","Fenoterol",0.8972365
"D006967","hypersensitivity","DB01409","Tiotropium","DB09080","Olodaterol",0.86167246
"D006967","hypersensitivity","DB00397","Phenylpropanolamine","DB01114","Chlorpheniramine",0.84108734
"D002137","calculi","DB09026","Aliskiren","DB00999","Hydrochlorothiazide",0.14109391
"D016728","self-injurious behavior","DB01175","Escitalopram","DB09128","Brexpiprazole",0.37023905
"D003556","cystitis","DB00582","Voriconazole","DB00826","Natamycin",0.34927073
"D003556","cystitis","DB00783","Estradiol","DB00294","Etonogestrel",0.19817968
"D003556","cystitis","DB00537","Ciprofloxacin","DB01137","Levofloxacin",0.16674642
"D013920","thrombocythemia, essential","DB00688","Mycophenolate mofetil","DB00091","Cyclosporine",0.37021324
"D013920","thrombocythemia, essential","DB00877","Sirolimus","DB00688","Mycophenolate mofetil",0.10388831
"D054969","primary dysautonomias","DB00598","Labetalol","DB00335","Atenolol",0.23756112
"D054969","primary dysautonomias","DB00187","Esmolol","DB00235","Milrinone",0.11568447
"D054969","primary dysautonomias","DB00281","Lidocaine","DB00727","Nitroglycerin",0.113663204
"D020031","epstein-barr virus infections","DB00188","Bortezomib","DB00928","Azacitidine",0.47661927
"D020031","epstein-barr virus infections","DB00188","Bortezomib","DB06176","Romidepsin",0.21514976
"D020031","epstein-barr virus infections","DB00073","Rituximab","DB12240","Polatuzumab vedotin",0.1406945
"D034381","deafness, transitory","DB01234","Dexamethasone","DB00296","Ropivacaine",0.35791942
"D010437","ulcer, marginal","DB00673","Aprepitant","DB00377","Palonosetron",0.5042747
"D010437","ulcer, marginal","DB00595","Oxytetracycline","DB00931","Metacycline",0.4431788
"D010437","ulcer, marginal","DB00618","Demeclocycline","DB00595","Oxytetracycline",0.31513053
"D001748","bladder neck obstruction","DB00706","Tamsulosin","DB08893","Mirabegron",0.4285672
"D045888","cyst, myxoid","DB00281","Lidocaine","DB00750","Prilocaine",0.63921094
"D045888","cyst, myxoid","DB00297","Bupivacaine","DB00807","Proparacaine",0.33921182
"D045888","cyst, myxoid","DB00281","Lidocaine","DB01018","Guanfacine",0.28425434
"D014277","trigeminal neuralgia","DB01234","Dexamethasone","DB00904","Ondansetron",0.11475501
"D011693","purpura","DB00668","Epinephrine","DB00443","Betamethasone",0.65371877
"D011693","purpura","DB00635","Prednisone","DB01041","Thalidomide",0.2652044
"D011693","purpura","DB00635","Prednisone","DB00848","Levamisole",0.13985983
"D011696","purpura, thrombocytopenic","DB00635","Prednisone","DB05679","Ustekinumab",0.39794177
"D011696","purpura, thrombocytopenic","DB00860","Prednisolone","DB01611","Hydroxychloroquine",0.1067374
"D003139","common cold","DB00201","Caffeine","DB00514","Dextromethorphan",0.21014655
"D003139","common cold","DB11823","Esketamine","DB00935","Oxymetazoline",0.19128643
"D003139","common cold","DB00443","Betamethasone","DB00455","Loratadine",0.15876125
"D013617","tachycardia, supraventricular","DB00598","Labetalol","DB00633","Dexmedetomidine",0.6625341
"D013617","tachycardia, supraventricular","DB00379","Mexiletine","DB00204","Dofetilide",0.63669616
"D013617","tachycardia, supraventricular","DB00674","Galantamine","DB00393","Nimodipine",0.29802653
"D017180","supraventricular tachycardia, paroxysmal","DB00661","Verapamil","DB00908","Quinidine",0.61707956
"D017180","supraventricular tachycardia, paroxysmal","DB01118","Amiodarone","DB12364","Betrixaban",0.5045512
"D017180","supraventricular tachycardia, paroxysmal","DB00379","Mexiletine","DB00204","Dofetilide",0.38236508
"D008105","primary biliary cholangitis","DB08934","Sofosbuvir","DB09027","Ledipasvir",0.15582302
"D009133","muscular atrophy","DB00959","Methylprednisolone","DB00296","Ropivacaine",0.3502256
"D009133","muscular atrophy","DB00297","Bupivacaine","DB00296","Ropivacaine",0.10500037
"D007634","keratitis","DB00196","Fluconazole","DB00582","Voriconazole",0.32996583
"D007634","keratitis","DB00218","Moxifloxacin","DB01044","Gatifloxacin",0.3061256
"D007634","keratitis","DB00878","Chlorhexidine","DB00410","Mupirocin",0.18937874
"D018288","carcinoma, small cell","DB00958","Carboplatin","DB01229","Paclitaxel",0.43204874
"D018288","carcinoma, small cell","DB01248","Docetaxel","DB00441","Gemcitabine",0.27378353
"D018288","carcinoma, small cell","DB00515","Cisplatin","DB01229","Paclitaxel",0.14463973
"D006402","hematological disease","DB03619","Deoxycholic acid","DB00681","Amphotericin B",0.9275709
"D006402","hematological disease","DB11633","Isavuconazole","DB11703","Acalabrutinib",0.8602396
"D006402","hematological disease","DB01380","Cortisone acetate","DB00283","Clemastine",0.85424405
"D005921","glomerulonephritis","DB00381","Amlodipine","DB00177","Valsartan",0.62826014
"D005921","glomerulonephritis","DB01076","Atorvastatin","DB09302","Alirocumab",0.58141273
"D005921","glomerulonephritis","DB00635","Prednisone","DB00993","Azathioprine",0.32455066
"D009877","endophthalmitis","DB00218","Moxifloxacin","DB01044","Gatifloxacin",0.5886794
"D004890","erythema","DB00563","Methotrexate","DB00635","Prednisone",0.11411923
"D003240","connective tissue diseases","DB00328","Indomethacin","DB06372","Rilonacept",0.7214951
"D003240","connective tissue diseases","DB00563","Methotrexate","DB00688","Mycophenolate mofetil",0.7053854
"D003240","connective tissue diseases","DB01234","Dexamethasone","DB00331","Metformin",0.65478504
"D017728","cd30+ anaplastic large-cell lymphoma","DB00563","Methotrexate","DB00864","Tacrolimus",0.22296472
"D017728","cd30+ anaplastic large-cell lymphoma","DB00958","Carboplatin","DB01229","Paclitaxel",0.111130096
"D014606","uveitis, anterior","DB00959","Methylprednisolone","DB00736","Esomeprazole",0.1030345
"D001361","avitaminosis","DB06723","Aluminum hydroxide","DB13322","Hydrotalcite",0.24199937
"D001361","avitaminosis","DB00381","Amlodipine","DB01609","Deferasirox",0.20676956
"D001361","avitaminosis","DB01087","Primaquine","DB00608","Chloroquine",0.111748196
"D003108","colonic diseases","DB00650","Leucovorin","DB08885","Aflibercept",0.8833535
"D003108","colonic diseases","DB05679","Ustekinumab","DB01294","Bismuth subsalicylate",0.8428881
"D003108","colonic diseases","DB01101","Capecitabine","DB09078","Lenvatinib",0.7942366
"D006069","gonorrhea","DB00254","Doxycycline","DB00256","Lymecycline",0.31331226
"D006069","gonorrhea","DB00759","Tetracycline","DB00207","Azithromycin",0.3043008
"D006069","gonorrhea","DB00207","Azithromycin","DB01327","Cefazolin",0.24683246
"D059226","tissue pain","DB00818","Propofol","DB01189","Desflurane",0.40130904
"D059226","tissue pain","DB00297","Bupivacaine","DB00633","Dexmedetomidine",0.22281797
"D059226","tissue pain","DB01221","Ketamine","DB00818","Propofol",0.14032963
"D019106","postoperative hemorrhage","DB00813","Fentanyl","DB00683","Midazolam",0.20009068
"D018771","arthralgia","DB00788","Naproxen","DB00829","Diazepam",0.1619306
"D018771","arthralgia","DB01221","Ketamine","DB00683","Midazolam",0.100038044
"D007414","intestinal neoplasms","DB01101","Capecitabine","DB01259","Lapatinib",0.7630032
"D007414","intestinal neoplasms","DB00515","Cisplatin","DB00642","Pemetrexed",0.6683934
"D007414","intestinal neoplasms","DB00112","Bevacizumab","DB00002","Cetuximab",0.4754234
"D019142","hemorrhagic fever, ebola","DB00503","Ritonavir","DB00932","Tipranavir",0.3379756
"D013375","substance withdrawal syndrome","DB00316","Acetaminophen","DB00956","Hydrocodone",0.23894326
"D013375","substance withdrawal syndrome","DB00186","Lorazepam","DB00652","Pentazocine",0.20213361
"D013375","substance withdrawal syndrome","DB00316","Acetaminophen","DB00295","Morphine",0.13053866
"D005715","gambling","DB00502","Haloperidol","DB01255","Lisdexamfetamine",0.105743356
"D009349","infections, nematode","DB00518","Albendazole","DB01058","Praziquantel",0.6368002
"D007154","immune system diseases","DB08934","Sofosbuvir","DB11613","Velpatasvir",0.94856435
"D007154","immune system diseases","DB00625","Efavirenz","DB00238","Nevirapine",0.90013576
"D007154","immune system diseases","DB04854","Febuxostat","DB11560","Lesinurad",0.8976703
"D003047","coccidioidomycosis","DB03619","Deoxycholic acid","DB00681","Amphotericin B",0.7184638
"D003047","coccidioidomycosis","DB00196","Fluconazole","DB01099","Flucytosine",0.22199816
"D003047","coccidioidomycosis","DB00582","Voriconazole","DB00362","Anidulafungin",0.21005787
"D000783","aneurysm","DB00640","Adenosine","DB06213","Regadenoson",0.27956152
